experiment,source_experiment,model_short,model_id,reasoning,problem_id,level,difficulty,difficulty_label,is_26_research,n,branches_available,subsets_used,pass_at_n_mean_v4flash,pass_at_n_std_v4flash,pass_at_n_pass_rate_v4flash,pass_at_n_mean_v4pro,pass_at_n_std_v4pro,pass_at_n_mean_gemini,pass_at_n_std_gemini
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-026,IMO-medium,1,competition-hard,False,1,9,9,0,0.0,0.0,0.1429,0.3499,0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-026,IMO-medium,1,competition-hard,False,3,9,84,0,0.0,0.0,0.4286,0.4949,0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-026,IMO-medium,1,competition-hard,False,5,9,126,0,0.0,0.0,0.7143,0.4518,0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-026,IMO-medium,1,competition-hard,False,7,9,36,0,0.0,0.0,1.0,0.0,0.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-026,IMO-medium,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-027,IMO-hard,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-027,IMO-hard,1,competition-hard,False,3,9,84,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-027,IMO-hard,1,competition-hard,False,5,9,126,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-027,IMO-hard,1,competition-hard,False,7,9,36,0,0.0,0.0,0.0,0.0,0.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-027,IMO-hard,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-028,IMO-easy,1,competition-hard,False,1,9,9,1.5556,2.9102,0.2222,2,3.1623,3.1429,3.3564
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-028,IMO-easy,1,competition-hard,False,3,9,84,4.0833,3.451,0.5833,5,3.1623,6.2857,1.9939
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-028,IMO-easy,1,competition-hard,False,5,9,126,5.8333,2.6087,0.8333,6.6667,1.4907,7,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-028,IMO-easy,1,competition-hard,False,7,9,36,6.8056,1.1503,0.9722,7.0,0.0,7.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-028,IMO-easy,1,competition-hard,False,9,9,1,7.0,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-029,IMO-medium,1,competition-hard,False,1,9,9,0,0.0,0.0,0.1429,0.3499,1.1429,2.4159
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-029,IMO-medium,1,competition-hard,False,3,9,84,0,0.0,0.0,0.4286,0.4949,3.2857,3.2388
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-029,IMO-medium,1,competition-hard,False,5,9,126,0,0.0,0.0,0.7143,0.4518,5.2381,2.7929
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-029,IMO-medium,1,competition-hard,False,7,9,36,0,0.0,0.0,1.0,0.0,7.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-029,IMO-medium,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-030,IMO-hard,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-030,IMO-hard,1,competition-hard,False,3,9,84,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-030,IMO-hard,1,competition-hard,False,5,9,126,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-030,IMO-hard,1,competition-hard,False,7,9,36,0,0.0,0.0,0.0,0.0,0.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-030,IMO-hard,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-001,IMO-easy,1,competition-hard,False,1,9,9,6.8889,0.3143,1.0,7,0.0,7,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-001,IMO-easy,1,competition-hard,False,3,9,84,7,0.0,1.0,7.0,0.0,7.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-001,IMO-easy,1,competition-hard,False,5,9,126,7,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-001,IMO-easy,1,competition-hard,False,7,9,36,7,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-001,IMO-easy,1,competition-hard,False,9,9,1,7.0,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-002,pre-IMO,0,pre-competition,False,1,9,9,2.3333,3.2998,0.3333,4.6667,3.2998,7,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-002,pre-IMO,0,pre-competition,False,3,9,84,5.3333,2.9814,0.7619,7.0,0.0,7.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-002,pre-IMO,0,pre-competition,False,5,9,126,6.6667,1.4907,0.9524,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-002,pre-IMO,0,pre-competition,False,7,9,36,7,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-002,pre-IMO,0,pre-competition,False,9,9,1,7.0,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-003,IMO-easy,1,competition-hard,False,1,9,9,1.2222,2.0964,0.1111,0.6667,0.4714,5,2.8284
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-003,IMO-easy,1,competition-hard,False,3,9,84,2.9524,2.8698,0.3333,1.0,0.0,7.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-003,IMO-easy,1,competition-hard,False,5,9,126,4.3333,2.9814,0.5556,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-003,IMO-easy,1,competition-hard,False,7,9,36,5.6667,2.4944,0.7778,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-003,IMO-easy,1,competition-hard,False,9,9,1,7.0,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-004,IMO-easy,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,4.6667,3.2998
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-004,IMO-easy,1,competition-hard,False,3,9,84,0,0.0,0.0,0.0,0.0,7.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-004,IMO-easy,1,competition-hard,False,5,9,126,0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-004,IMO-easy,1,competition-hard,False,7,9,36,0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-004,IMO-easy,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-005,IMO-easy,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,0.3333,0.4714
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-005,IMO-easy,1,competition-hard,False,3,9,84,0,0.0,0.0,0.0,0.0,1.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-005,IMO-easy,1,competition-hard,False,5,9,126,0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-005,IMO-easy,1,competition-hard,False,7,9,36,0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-005,IMO-easy,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-006,IMO-medium,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-006,IMO-medium,1,competition-hard,False,3,9,84,0,0.0,0.0,0.0,0.0,0.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-006,IMO-medium,1,competition-hard,False,5,9,126,0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-006,IMO-medium,1,competition-hard,False,7,9,36,0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-006,IMO-medium,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-007,IMO-medium,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,4.3333,3.0912
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-007,IMO-medium,1,competition-hard,False,3,9,84,0,0.0,0.0,0.0,0.0,7.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-007,IMO-medium,1,competition-hard,False,5,9,126,0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-007,IMO-medium,1,competition-hard,False,7,9,36,0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-007,IMO-medium,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-008,pre-IMO,0,pre-competition,False,1,9,9,0.1111,0.3143,0.0,0,0.0,7,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-008,pre-IMO,0,pre-competition,False,3,9,84,0.3333,0.4714,0.0,0.0,0.0,7.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-008,pre-IMO,0,pre-competition,False,5,9,126,0.5556,0.4969,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-008,pre-IMO,0,pre-competition,False,7,9,36,0.7778,0.4157,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-008,pre-IMO,0,pre-competition,False,9,9,1,1.0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-009,IMO-easy,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,4.6667,3.2998
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-009,IMO-easy,1,competition-hard,False,3,9,84,0,0.0,0.0,0.0,0.0,7.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-009,IMO-easy,1,competition-hard,False,5,9,126,0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-009,IMO-easy,1,competition-hard,False,7,9,36,0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-009,IMO-easy,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-010,IMO-easy,1,competition-hard,False,1,9,9,7,0.0,1.0,7,0.0,7,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-010,IMO-easy,1,competition-hard,False,3,9,84,7,0.0,1.0,7.0,0.0,7.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-010,IMO-easy,1,competition-hard,False,5,9,126,7,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-010,IMO-easy,1,competition-hard,False,7,9,36,7,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-010,IMO-easy,1,competition-hard,False,9,9,1,7.0,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-011,IMO-easy,1,competition-hard,False,1,9,9,0.6667,1.8856,0.1111,0,0.0,0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-011,IMO-easy,1,competition-hard,False,3,9,84,2,2.8284,0.3333,0.0,0.0,0.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-011,IMO-easy,1,competition-hard,False,5,9,126,3.3333,2.9814,0.5556,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-011,IMO-easy,1,competition-hard,False,7,9,36,4.6667,2.4944,0.7778,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-011,IMO-easy,1,competition-hard,False,9,9,1,6.0,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-012,IMO-medium,1,competition-hard,False,1,9,9,4.6667,3.0912,0.6667,4.6667,3.2998,4.6667,3.2998
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-012,IMO-medium,1,competition-hard,False,3,9,84,6.8929,0.6729,0.9881,7.0,0.0,7.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-012,IMO-medium,1,competition-hard,False,5,9,126,7,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-012,IMO-medium,1,competition-hard,False,7,9,36,7,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-012,IMO-medium,1,competition-hard,False,9,9,1,7.0,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-013,pre-IMO,0,pre-competition,False,1,9,9,4.6667,3.2998,0.6667,2.3333,3.2998,4.6667,3.2998
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-013,pre-IMO,0,pre-competition,False,3,9,84,6.9167,0.7592,0.9881,7.0,0.0,7.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-013,pre-IMO,0,pre-competition,False,5,9,126,7,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-013,pre-IMO,0,pre-competition,False,7,9,36,7,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-013,pre-IMO,0,pre-competition,False,9,9,1,7.0,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-014,pre-IMO,0,pre-competition,False,1,9,9,5.8889,2.1315,0.8889,6.6667,0.4714,7,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-014,pre-IMO,0,pre-competition,False,3,9,84,6.9524,0.213,1.0,7.0,0.0,7.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-014,pre-IMO,0,pre-competition,False,5,9,126,7,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-014,pre-IMO,0,pre-competition,False,7,9,36,7,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-014,pre-IMO,0,pre-competition,False,9,9,1,7.0,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-015,pre-IMO,0,pre-competition,False,1,9,9,0.4444,0.4969,0.0,0.6667,0.4714,0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-015,pre-IMO,0,pre-competition,False,3,9,84,0.881,0.3238,0.0,1.0,0.0,0.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-015,pre-IMO,0,pre-competition,False,5,9,126,0.9921,0.0887,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-015,pre-IMO,0,pre-competition,False,7,9,36,1,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-015,pre-IMO,0,pre-competition,False,9,9,1,1.0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-016,pre-IMO,0,pre-competition,False,1,9,9,1.3333,2.4944,0.2222,2,2.8284,2.3333,3.2998
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-016,pre-IMO,0,pre-competition,False,3,9,84,3.5,2.958,0.5833,6.0,0.0,7.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-016,pre-IMO,0,pre-competition,False,5,9,126,5,2.2361,0.8333,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-016,pre-IMO,0,pre-competition,False,7,9,36,5.8333,0.986,0.9722,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-016,pre-IMO,0,pre-competition,False,9,9,1,6.0,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-017,pre-IMO,0,pre-competition,False,1,9,9,5.4444,2.9102,0.7778,5,2.8284,4.6667,3.2998
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-017,pre-IMO,0,pre-competition,False,3,9,84,7,0.0,1.0,7.0,0.0,7.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-017,pre-IMO,0,pre-competition,False,5,9,126,7,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-017,pre-IMO,0,pre-competition,False,7,9,36,7,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-017,pre-IMO,0,pre-competition,False,9,9,1,7.0,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-018,pre-IMO,0,pre-competition,False,1,9,9,0.7778,2.1999,0.1111,2,2.8284,2.3333,3.2998
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-018,pre-IMO,0,pre-competition,False,3,9,84,2.3333,3.2998,0.3333,6.0,0.0,7.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-018,pre-IMO,0,pre-competition,False,5,9,126,3.8889,3.4783,0.5556,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-018,pre-IMO,0,pre-competition,False,7,9,36,5.4444,2.9102,0.7778,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-018,pre-IMO,0,pre-competition,False,9,9,1,7.0,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-019,IMO-easy,1,competition-hard,False,1,9,9,5.3333,2.8674,0.7778,6.3333,0.4714,7,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-019,IMO-easy,1,competition-hard,False,3,9,84,6.9881,0.1085,1.0,7.0,0.0,7.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-019,IMO-easy,1,competition-hard,False,5,9,126,7,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-019,IMO-easy,1,competition-hard,False,7,9,36,7,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-019,IMO-easy,1,competition-hard,False,9,9,1,7.0,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-020,IMO-easy,1,competition-hard,False,1,9,9,3,3.1623,0.4444,2,2.8284,6.6667,0.4714
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-020,IMO-easy,1,competition-hard,False,3,9,84,5.9405,2.0198,0.881,6.0,0.0,7.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-020,IMO-easy,1,competition-hard,False,5,9,126,6.7937,0.6339,0.9921,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-020,IMO-easy,1,competition-hard,False,7,9,36,6.9722,0.1643,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-020,IMO-easy,1,competition-hard,False,9,9,1,7.0,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-021,IMO-easy,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,2.3333,3.2998
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-021,IMO-easy,1,competition-hard,False,3,9,84,0,0.0,0.0,0.0,0.0,7.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-021,IMO-easy,1,competition-hard,False,5,9,126,0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-021,IMO-easy,1,competition-hard,False,7,9,36,0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-021,IMO-easy,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-022,IMO-easy,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,0.3333,0.4714
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-022,IMO-easy,1,competition-hard,False,3,9,84,0,0.0,0.0,0.0,0.0,1.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-022,IMO-easy,1,competition-hard,False,5,9,126,0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-022,IMO-easy,1,competition-hard,False,7,9,36,0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-022,IMO-easy,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-023,IMO-medium,1,competition-hard,False,1,9,9,0.1111,0.3143,0.0,0.3333,0.4714,6.6667,0.4714
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-023,IMO-medium,1,competition-hard,False,3,9,84,0.3333,0.4714,0.0,1.0,0.0,7.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-023,IMO-medium,1,competition-hard,False,5,9,126,0.5556,0.4969,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-023,IMO-medium,1,competition-hard,False,7,9,36,0.7778,0.4157,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-023,IMO-medium,1,competition-hard,False,9,9,1,1.0,0.0,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-024,IMO-medium,1,competition-hard,False,1,9,9,3.8889,3.4783,0.5556,4.6667,3.2998,7,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-024,IMO-medium,1,competition-hard,False,3,9,84,6.6667,1.4907,0.9524,7.0,0.0,7.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-024,IMO-medium,1,competition-hard,False,5,9,126,7,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-024,IMO-medium,1,competition-hard,False,7,9,36,7,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-024,IMO-medium,1,competition-hard,False,9,9,1,7.0,0.0,1.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-025,IMO-easy,1,competition-hard,False,1,9,9,0.1111,0.3143,0.0,0,0.0,2.3333,3.2998
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-025,IMO-easy,1,competition-hard,False,3,9,84,0.3333,0.4714,0.0,0.0,0.0,7.0,0.0
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-025,IMO-easy,1,competition-hard,False,5,9,126,0.5556,0.4969,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-025,IMO-easy,1,competition-hard,False,7,9,36,0.7778,0.4157,0.0,,,,
scaling,scaling,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-025,IMO-easy,1,competition-hard,False,9,9,1,1.0,0.0,0.0,,,,
