judge_id,model_id,reasoning_config,reasoning_param_json,grading_id,problem_id,problem_source,human_score,human_score_bucketed,human_pass_at_6,human_signal_at_1,judge_score,score_in_allowed_set,judge_pass_at_6,judge_signal_at_1,pass_match_at_6,signal_match_at_1,delta,abs_delta,error,prompt_tokens,completion_tokens,reasoning_tokens,total_tokens,cost_usd,elapsed_s
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0700,PB-Advanced-021,(Modified) IMO 2024 P3,0,0,False,False,0,True,False,False,True,True,0,0,,4769,6200,5929,10969,0.009543,193.2
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0664,PB-Advanced-020,(Modified) IMO 2024 P2,0,0,False,False,0,True,False,False,True,True,0,0,,3728,9583,9366,13311,0.011581,293.14
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0074,PB-Advanced-003,Novel Problem,1,1,False,True,0,True,False,False,True,False,-1,1,,4437,12384,12131,16821,0.014634,382.28
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0624,PB-Advanced-019,(Modified) IMO 2024 P1,5,6,False,True,1,True,False,True,True,True,-4,4,,5602,7498,7069,13100,0.011397,229.86
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0908,PB-Advanced-027,USAMO 2025,7,7,True,True,7,True,True,True,True,True,0,0,,2980,29715,29446,32695,0.028445,898.44
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0176,PB-Advanced-006,Novel Problem,2,1,False,True,1,True,False,True,True,True,-1,1,,7743,21844,21158,29587,0.025741,570.33
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0547,PB-Advanced-016,Novel Problem,7,7,True,True,1,True,False,True,False,True,-6,6,,2580,19277,18753,21857,0.019016,597.68
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0747,PB-Advanced-022,(Modified) IMO 2024 P4,7,7,True,True,1,True,False,True,False,True,-6,6,,2837,20220,19835,23057,0.02006,625.09
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0995,PB-Advanced-030,USAMO 2025,0,0,False,False,0,True,False,False,True,True,0,0,,2726,2855,2704,5581,0.004855,75.93
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0168,PB-Advanced-006,Novel Problem,1,1,False,True,0,True,False,False,True,False,-1,1,,3417,2014,1840,5431,0.004725,63.57
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0474,PB-Advanced-014,Novel Problem,7,7,True,True,7,True,True,True,True,True,0,0,,3998,20495,20349,24493,0.021309,528.0
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0389,PB-Advanced-012,Novel Problem,4,6,False,True,6,True,True,True,False,True,2,2,,6251,26512,26109,32763,0.028504,679.63
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0277,PB-Advanced-009,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,5078,7030,6717,12108,0.010534,184.09
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0656,PB-Advanced-020,(Modified) IMO 2024 P2,0,0,False,False,0,True,False,False,True,True,0,0,,4561,11002,10574,15563,0.01354,334.53
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0705,PB-Advanced-021,(Modified) IMO 2024 P3,0,0,False,False,0,True,False,False,True,True,0,0,,5138,7598,7347,12736,0.01108,233.84
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0571,PB-Advanced-017,Novel Problem,5,6,False,True,0,True,False,False,True,False,-5,5,,4449,3431,3078,7880,0.006856,92.42
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0225,PB-Advanced-008,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,3623,2563,2273,6186,0.005382,81.3
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0702,PB-Advanced-021,(Modified) IMO 2024 P3,0,0,False,False,0,True,False,False,True,True,0,0,,7742,4000,3678,11742,0.010216,126.04
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0333,PB-Advanced-011,Novel Problem,0,0,False,False,1,True,False,True,True,False,1,1,,2869,8552,8223,11421,0.009936,266.8
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0864,PB-Advanced-026,USAMO 2025,7,7,True,True,7,True,True,True,True,True,0,0,,3527,16188,15999,19715,0.017152,490.24
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0787,PB-Advanced-024,(Modified) IMO 2024 P6,1,1,False,True,1,True,False,True,True,True,0,0,,5610,10333,9842,15943,0.01387,312.07
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0795,PB-Advanced-024,(Modified) IMO 2024 P6,1,1,False,True,0,True,False,False,True,False,-1,1,,5820,2205,1879,8025,0.006982,68.41
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0058,PB-Advanced-002,Novel Problem,2,1,False,True,0,True,False,False,True,False,-2,2,,3755,35153,34722,38908,0.03385,917.93
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0235,PB-Advanced-008,Novel Problem,1,1,False,True,1,True,False,True,True,True,0,0,,4293,19537,18990,23830,0.020732,595.67
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0842,PB-Advanced-026,USAMO 2025,0,0,False,False,0,True,False,False,True,True,0,0,,8655,9276,8786,17931,0.0156,288.44
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0983,PB-Advanced-030,USAMO 2025,0,0,False,False,0,True,False,False,True,True,0,0,,4550,10144,9680,14694,0.012784,313.52
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0825,PB-Advanced-025,USAMO 2025,7,7,True,True,7,True,True,True,True,True,0,0,,3757,10010,9631,13767,0.011977,300.95
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0324,PB-Advanced-010,Novel Problem,5,6,False,True,0,True,False,False,True,False,-5,5,,4018,4042,3735,8060,0.007012,127.03
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0411,PB-Advanced-012,Novel Problem,5,6,False,True,6,True,True,True,False,True,1,1,,6532,33304,32849,39836,0.034657,1010.83
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0275,PB-Advanced-009,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,3372,795,661,4167,0.003625,23.07
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0068,PB-Advanced-003,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,4509,18187,17799,22696,0.019746,998.82
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0217,PB-Advanced-007,Novel Problem,7,7,True,True,7,True,True,True,True,True,0,0,,3467,1814,1663,5281,0.004594,54.88
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0581,PB-Advanced-017,Novel Problem,6,6,True,True,0,True,False,False,False,False,-6,6,,5158,3721,3416,8879,0.007725,116.55
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0736,PB-Advanced-022,(Modified) IMO 2024 P4,1,1,False,True,0,True,False,False,True,False,-1,1,,2679,4943,4512,7622,0.006631,155.93
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0323,PB-Advanced-010,Novel Problem,4,6,False,True,0,True,False,False,True,False,-4,4,,4689,7613,7398,12302,0.010703,236.67
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0218,PB-Advanced-007,Novel Problem,7,7,True,True,7,True,True,True,True,True,0,0,,2781,4426,4156,7207,0.00627,136.19
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0672,PB-Advanced-020,(Modified) IMO 2024 P2,1,1,False,True,1,True,False,True,True,True,0,0,,4878,13247,12678,18125,0.015769,408.29
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0512,PB-Advanced-015,Novel Problem,3,1,False,True,0,True,False,False,True,False,-3,3,,2902,10217,9707,13119,0.011414,312.71
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0406,PB-Advanced-012,Novel Problem,5,6,False,True,0,True,False,False,True,False,-5,5,,6215,14757,14457,20972,0.018246,452.89
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0659,PB-Advanced-020,(Modified) IMO 2024 P2,0,0,False,False,0,True,False,False,True,True,0,0,,2858,3231,2895,6089,0.005297,85.82
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0470,PB-Advanced-014,Novel Problem,7,7,True,True,6,True,True,True,True,True,-1,1,,4798,20401,20043,25199,0.021923,614.04
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0147,PB-Advanced-005,Novel Problem,2,1,False,True,0,True,False,False,True,False,-2,2,,4049,25969,25741,30018,0.026116,794.38
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0272,PB-Advanced-009,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,3131,3574,3303,6705,0.005833,113.62
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0993,PB-Advanced-030,USAMO 2025,0,0,False,False,7,True,True,True,False,False,7,7,,2507,17721,17503,20228,0.017598,459.53
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0253,PB-Advanced-008,Novel Problem,7,7,True,True,6,True,True,True,True,True,-1,1,,4175,32656,32255,36831,0.032043,986.59
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0763,PB-Advanced-023,(Modified) IMO 2024 P5,0,0,False,False,0,True,False,False,True,True,0,0,,3393,2085,1962,5478,0.004766,56.82
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0975,PB-Advanced-030,USAMO 2025,0,0,False,False,0,True,False,False,True,True,0,0,,2901,1384,1222,4285,0.003728,45.64
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0552,PB-Advanced-017,Novel Problem,1,1,False,True,0,True,False,False,True,False,-1,1,,6041,3499,3086,9540,0.0083,92.45
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0270,PB-Advanced-009,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,3781,4278,4050,8059,0.007011,132.31
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0765,PB-Advanced-023,(Modified) IMO 2024 P5,0,0,False,False,0,True,False,False,True,True,0,0,,3255,1095,958,4350,0.003785,37.17
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0599,PB-Advanced-018,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,4012,2078,1941,6090,0.005298,64.85
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0439,PB-Advanced-013,Novel Problem,6,6,True,True,0,True,False,False,False,False,-6,6,,4571,17442,17027,22013,0.019151,531.5
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0598,PB-Advanced-018,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,4907,13068,12588,17975,0.015638,406.65
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0409,PB-Advanced-012,Novel Problem,5,6,False,True,,,,,,,,,score_null_no_error_in_source,4492,638,638,5130,0.004463,28.71
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0926,PB-Advanced-028,USAMO 2025,7,7,True,True,7,True,True,True,True,True,0,0,,2086,14100,14002,16186,0.014082,424.94
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0882,PB-Advanced-027,USAMO 2025,0,0,False,False,0,True,False,False,True,True,0,0,,4307,5009,4651,9316,0.008105,156.58
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0142,PB-Advanced-005,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,4453,14055,13624,18508,0.016102,362.45
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0522,PB-Advanced-016,Novel Problem,1,1,False,True,0,True,False,False,True,False,-1,1,,4124,8500,8097,12624,0.010983,223.92
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0506,PB-Advanced-015,Novel Problem,2,1,False,True,0,True,False,False,True,False,-2,2,,2988,5157,4748,8145,0.007086,159.18
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0094,PB-Advanced-004,Novel Problem,2,1,False,True,1,True,False,True,True,True,-1,1,,4465,10154,9646,14619,0.012719,316.32
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0774,PB-Advanced-023,(Modified) IMO 2024 P5,1,1,False,True,0,True,False,False,True,False,-1,1,,3410,6480,6209,9890,0.008604,201.04
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0049,PB-Advanced-002,Novel Problem,1,1,False,True,0,True,False,False,True,False,-1,1,,3921,9928,9632,13849,0.012049,304.69
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0113,PB-Advanced-004,Novel Problem,7,7,True,True,7,True,True,True,True,True,0,0,,4413,20934,20620,25347,0.022052,630.42
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0157,PB-Advanced-005,Novel Problem,7,7,True,True,1,True,False,True,False,True,-6,6,,4841,43007,42430,47848,0.041628,1317.36
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0643,PB-Advanced-019,(Modified) IMO 2024 P1,7,7,True,True,7,True,True,True,True,True,0,0,,5655,24462,24128,30117,0.026202,732.89
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0959,PB-Advanced-029,USAMO 2025,1,1,False,True,7,True,True,True,False,True,6,6,,4164,21522,21081,25686,0.022347,642.77
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0812,PB-Advanced-024,(Modified) IMO 2024 P6,7,7,True,True,7,True,True,True,True,True,0,0,,6312,15458,15106,21770,0.01894,465.33
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0697,PB-Advanced-021,(Modified) IMO 2024 P3,0,0,False,False,0,True,False,False,True,True,0,0,,4596,9536,9159,14132,0.012295,292.16
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0957,PB-Advanced-029,USAMO 2025,1,1,False,True,0,True,False,False,True,False,-1,1,,2629,1103,904,3732,0.003247,36.31
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0611,PB-Advanced-018,Novel Problem,1,1,False,True,0,True,False,False,True,False,-1,1,,4335,2289,2162,6624,0.005763,72.82
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0066,PB-Advanced-003,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,4151,3593,3287,7744,0.006737,114.37
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0395,PB-Advanced-012,Novel Problem,4,6,False,True,6,True,True,True,False,True,2,2,,6596,34377,34004,40973,0.035647,1036.43
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0391,PB-Advanced-012,Novel Problem,4,6,False,True,7,True,True,True,False,True,3,3,,10274,34559,34086,44833,0.039005,888.76
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0964,PB-Advanced-029,USAMO 2025,7,7,True,True,7,True,True,True,True,True,0,0,,3205,19541,19305,22746,0.019789,503.37
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0480,PB-Advanced-014,Novel Problem,7,7,True,True,7,True,True,True,True,True,0,0,,3275,17922,17833,21197,0.018441,459.02
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0542,PB-Advanced-016,Novel Problem,7,7,True,True,6,True,True,True,True,True,-1,1,,2484,20450,20109,22934,0.019953,621.56
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0258,PB-Advanced-008,Novel Problem,7,7,True,True,0,True,False,False,False,False,-7,7,,6516,9767,9316,16283,0.014166,300.13
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0567,PB-Advanced-017,Novel Problem,5,6,False,True,0,True,False,False,True,False,-5,5,,4737,6260,5700,10997,0.009567,192.56
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0012,PB-Advanced-001,Novel Problem,7,7,True,True,0,True,False,False,False,False,-7,7,,5921,10363,10182,16284,0.014167,314.97
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0831,PB-Advanced-025,USAMO 2025,7,7,True,True,7,True,True,True,True,True,0,0,,2874,19974,19779,22848,0.019878,598.77
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0739,PB-Advanced-022,(Modified) IMO 2024 P4,6,6,True,True,6,True,True,True,True,True,0,0,,2650,43349,43109,45999,0.040019,1317.66
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0118,PB-Advanced-004,Novel Problem,7,7,True,True,7,True,True,True,True,True,0,0,,4368,20974,20783,25342,0.022048,642.2
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0699,PB-Advanced-021,(Modified) IMO 2024 P3,0,0,False,False,0,True,False,False,True,True,0,0,,4129,4154,3931,8283,0.007206,109.51
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0937,PB-Advanced-028,USAMO 2025,7,7,True,True,7,True,True,True,True,True,0,0,,2024,15050,14709,17074,0.014854,459.13
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0769,PB-Advanced-023,(Modified) IMO 2024 P5,0,0,False,False,0,True,False,False,True,True,0,0,,4204,2580,2434,6784,0.005902,69.81
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0900,PB-Advanced-027,USAMO 2025,7,7,True,True,7,True,True,True,True,True,0,0,,3055,28320,27764,31375,0.027296,862.85
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0788,PB-Advanced-024,(Modified) IMO 2024 P6,1,1,False,True,0,True,False,False,True,False,-1,1,,5232,10679,10237,15911,0.013843,327.93
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0657,PB-Advanced-020,(Modified) IMO 2024 P2,0,0,False,False,0,True,False,False,True,True,0,0,,10382,7594,7089,17976,0.015639,198.64
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0956,PB-Advanced-029,USAMO 2025,1,1,False,True,0,True,False,False,True,False,-1,1,,4772,3619,3449,8391,0.0073,97.08
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0999,PB-Advanced-030,USAMO 2025,1,1,False,True,0,True,False,False,True,False,-1,1,,2747,12759,12380,15506,0.01349,390.44
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0932,PB-Advanced-028,USAMO 2025,7,7,True,True,7,True,True,True,True,True,0,0,,2142,15252,15039,17394,0.015133,403.12
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0446,PB-Advanced-013,Novel Problem,7,7,True,True,7,True,True,True,True,True,0,0,,3746,9515,9393,13261,0.011537,294.12
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0162,PB-Advanced-006,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,4303,1460,1111,5763,0.005014,46.39
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0909,PB-Advanced-027,USAMO 2025,7,7,True,True,7,True,True,True,True,True,0,0,,3245,26078,25855,29323,0.025511,670.95
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0004,PB-Advanced-001,Novel Problem,4,6,False,True,0,True,False,False,True,False,-4,4,,5493,3796,3378,9289,0.008081,119.34
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0740,PB-Advanced-022,(Modified) IMO 2024 P4,7,7,True,True,7,True,True,True,True,True,0,0,,6785,31664,31496,38449,0.033451,959.0
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0737,PB-Advanced-022,(Modified) IMO 2024 P4,1,1,False,True,0,True,False,False,True,False,-1,1,,2219,8479,8230,10698,0.009307,261.09
deepseek-v4-pro,deepseek/deepseek-v4-pro,default,,GB-0931,PB-Advanced-028,USAMO 2025,7,7,True,True,7,True,True,True,True,True,0,0,,2829,10377,10246,13206,0.011489,269.09
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0655,PB-Advanced-020,(Modified) IMO 2024 P2,0,0,False,False,0,True,False,False,True,True,0,0,,3708,10706,10432,14414,0.004036,111.16
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0115,PB-Advanced-004,Novel Problem,7,7,True,True,7,True,True,True,True,True,0,0,,5171,10270,10010,15441,0.004323,136.8
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0026,PB-Advanced-001,Novel Problem,7,7,True,True,0,True,False,False,False,False,-7,7,,3695,1483,0,5178,0.00145,92.5
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0760,PB-Advanced-023,(Modified) IMO 2024 P5,0,0,False,False,0,True,False,False,True,True,0,0,,9597,1208,735,10805,0.003025,17.7
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0282,PB-Advanced-009,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,4204,2371,2204,6575,0.001841,24.89
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0251,PB-Advanced-008,Novel Problem,6,6,True,True,0,True,False,False,False,False,-6,6,,5540,10701,10160,16241,0.004547,105.85
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0229,PB-Advanced-008,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,5485,12166,11572,17651,0.004942,117.24
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0143,PB-Advanced-005,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,6994,3275,2957,10269,0.002875,44.97
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0755,PB-Advanced-023,(Modified) IMO 2024 P5,0,0,False,False,0,True,False,False,True,True,0,0,,4596,2240,2059,6836,0.001914,22.6
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0105,PB-Advanced-004,Novel Problem,7,7,True,True,7,True,True,True,True,True,0,0,,4432,8289,7820,12721,0.003562,94.13
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0693,PB-Advanced-021,(Modified) IMO 2024 P3,0,0,False,False,0,True,False,False,True,True,0,0,,4565,10682,10353,15247,0.004269,138.55
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0759,PB-Advanced-023,(Modified) IMO 2024 P5,0,0,False,False,0,True,False,False,True,True,0,0,,3120,1829,1641,4949,0.001386,17.58
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0914,PB-Advanced-028,USAMO 2025,7,7,True,True,7,True,True,True,True,True,0,0,,2551,9629,9494,12180,0.00341,89.54
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0559,PB-Advanced-017,Novel Problem,3,1,False,True,0,True,False,False,True,False,-3,3,,6250,4210,3831,10460,0.002929,47.88
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0090,PB-Advanced-003,Novel Problem,1,1,False,True,0,True,False,False,True,False,-1,1,,4278,13912,13466,18190,0.005093,124.98
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0605,PB-Advanced-018,Novel Problem,1,1,False,True,0,True,False,False,True,False,-1,1,,4696,3719,3508,8415,0.002356,31.3
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0433,PB-Advanced-013,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,4084,6224,5847,10308,0.002886,73.44
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0033,PB-Advanced-002,Novel Problem,0,0,False,False,1,True,False,True,True,False,1,1,,4037,2115,1856,6152,0.001723,22.11
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0031,PB-Advanced-001,Novel Problem,7,7,True,True,7,True,True,True,True,True,0,0,,3711,17295,17076,21006,0.005882,149.76
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0096,PB-Advanced-004,Novel Problem,4,6,False,True,6,True,True,True,False,True,2,2,,4080,18137,17894,22217,0.006221,164.84
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0224,PB-Advanced-008,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,4155,5030,4806,9185,0.002572,46.07
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0239,PB-Advanced-008,Novel Problem,4,6,False,True,0,True,False,False,True,False,-4,4,,4420,7489,7120,11909,0.003335,96.63
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0518,PB-Advanced-016,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,2294,5233,4698,7527,0.002108,68.12
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0617,PB-Advanced-018,Novel Problem,1,1,False,True,0,True,False,False,True,False,-1,1,,4446,3403,2866,7849,0.002198,41.42
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0028,PB-Advanced-001,Novel Problem,7,7,True,True,6,True,True,True,True,True,-1,1,,4660,15727,15344,20387,0.005708,188.61
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0575,PB-Advanced-017,Novel Problem,6,6,True,True,6,True,True,True,True,True,0,0,,5267,14628,14471,19895,0.005571,158.69
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0204,PB-Advanced-007,Novel Problem,7,7,True,True,7,True,True,True,True,True,0,0,,3135,8563,8148,11698,0.003275,101.44
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0734,PB-Advanced-022,(Modified) IMO 2024 P4,1,1,False,True,1,True,False,True,True,True,0,0,,3232,4448,4124,7680,0.00215,50.34
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0666,PB-Advanced-020,(Modified) IMO 2024 P2,1,1,False,True,1,True,False,True,True,True,0,0,,5352,5824,5557,11176,0.003129,61.81
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0719,PB-Advanced-021,(Modified) IMO 2024 P3,4,6,False,True,0,True,False,False,True,False,-4,4,,8515,1562,1356,10077,0.002822,21.76
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0987,PB-Advanced-030,USAMO 2025,0,0,False,False,0,True,False,False,True,True,0,0,,3120,1507,1250,4627,0.001296,14.92
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0430,PB-Advanced-013,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,4855,5066,4788,9921,0.002778,59.87
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0226,PB-Advanced-008,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,4580,6427,6037,11007,0.003082,67.97
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0460,PB-Advanced-014,Novel Problem,7,7,True,True,7,True,True,True,True,True,0,0,,3029,15517,15292,18546,0.005193,143.81
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0604,PB-Advanced-018,Novel Problem,1,1,False,True,0,True,False,False,True,False,-1,1,,4203,2701,2561,6904,0.001933,28.27
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0285,PB-Advanced-009,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,3849,928,743,4777,0.001338,10.15
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0829,PB-Advanced-025,USAMO 2025,7,7,True,True,7,True,True,True,True,True,0,0,,2729,6001,5805,8730,0.002444,63.23
deepseek-v4-flash,deepseek/deepseek-v4-flash,default,,GB-0891,PB-Advanced-027,USAMO 2025,5,6,False,True,1,True,False,True,True,True,-4,4,,3223,9488,9334,12711,0.003559,319.59
