experiment,source_experiment,subclass,condition,reasoning,ideator_model,generator_model,verifier_model,reviser_model,model_short,model_id,problem_id,level,difficulty,difficulty_label,is_26_research,v4flash_score,v4flash_pass,v4pro_score,gemini_score,n_branches,cost_usd,elapsed_s,error
roleswap,roleswap,oss_gemma_8cell,x_ideate_oss,default,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,openrouter/google/gemma-4-31b-it,openrouter/google/gemma-4-31b-it,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,PB-Basic-030,IMO-easy,1,competition-hard,False,0,False,,7,3,0.060146,444.01,
roleswap,roleswap,oss_gemma_8cell,x_ideate_oss,default,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,openrouter/google/gemma-4-31b-it,openrouter/google/gemma-4-31b-it,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,erdos-1051,Minor Novelty,3,research-medium,True,0,False,0,0,3,0.09917,671.75,
roleswap,roleswap,oss_gemma_8cell,x_ideate_oss,default,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,openrouter/google/gemma-4-31b-it,openrouter/google/gemma-4-31b-it,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,erdos-333,Literature Identification,2,research-easy,True,0,False,,0,3,0.08171,833.21,
roleswap,roleswap,oss_gemma_8cell,x_ideate_oss,default,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,openrouter/google/gemma-4-31b-it,openrouter/google/gemma-4-31b-it,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,erdos-397,Independent Rediscovery,1,competition-hard,True,0,False,,0,3,0.068223,350.97,
roleswap,roleswap,oss_gemma_8cell,x_ideate_oss,default,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,openrouter/google/gemma-4-31b-it,openrouter/google/gemma-4-31b-it,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,erdos-654,Negligible Novelty,2,research-easy,True,0,False,,0,3,0.087612,406.5,
roleswap,roleswap,oss_gemma_8cell,x_ideate_oss,default,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,openrouter/google/gemma-4-31b-it,openrouter/google/gemma-4-31b-it,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,erdos-659,Negligible Novelty,2,research-easy,True,0,False,,0,3,0.086155,437.32,
roleswap,roleswap,oss_gemma_8cell,x_ideate_oss,default,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,openrouter/google/gemma-4-31b-it,openrouter/google/gemma-4-31b-it,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,first-proof-10-official,1,2,research-easy,True,6,True,0,1,3,0.108605,424.88,
roleswap,roleswap,oss_gemma_8cell,x_ideate_oss,default,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,openrouter/google/gemma-4-31b-it,openrouter/google/gemma-4-31b-it,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,first-proof-4-official,3,4,research-hard,True,0,False,,0,3,0.100053,421.72,
roleswap,roleswap,oss_gemma_8cell,x_ideate_oss,default,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,openrouter/google/gemma-4-31b-it,openrouter/google/gemma-4-31b-it,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,first-proof-5-official,2,3,research-medium,True,0,False,,0,3,0.096002,649.76,
roleswap,roleswap,oss_gemma_8cell,x_ideate_oss,default,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,openrouter/google/gemma-4-31b-it,openrouter/google/gemma-4-31b-it,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,first-proof-6-official,3,4,research-hard,True,0,False,,0,3,0.121991,880.39,
roleswap,roleswap,oss_gemma_8cell,x_ideate_oss,default,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,openrouter/google/gemma-4-31b-it,openrouter/google/gemma-4-31b-it,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,ramsey-hypergraphs,Moderately Interesting,5,research-frontier,True,0,False,,0,3,0.173336,2305.25,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-001,IMO-easy,1,competition-hard,False,7,True,,7,3,0.064689,562.19,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-002,IMO-medium,1,competition-hard,False,0,False,,7,3,0.062108,914.49,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-003,IMO-hard,1,competition-hard,False,0,False,,1,3,0.071224,630.66,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-004,IMO-easy,1,competition-hard,False,0,False,,7,3,0.08551,1371.98,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-005,IMO-medium,1,competition-hard,False,0,False,,1,3,0.075338,1075.01,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-006,IMO-hard,1,competition-hard,False,0,False,,1,3,0.074109,755.38,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-007,IMO-easy,1,competition-hard,False,0,False,,0,3,0.117887,2426.5,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-008,IMO-medium,1,competition-hard,False,0,False,,6,3,0.076862,392.49,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-009,IMO-hard,1,competition-hard,False,0,False,,0,3,0.052852,244.38,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-010,IMO-medium,1,competition-hard,False,0,False,,0,3,0.060268,625.14,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-011,IMO-medium,1,competition-hard,False,0,False,,7,3,0.050115,523.19,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-012,IMO-hard,1,competition-hard,False,0,False,,7,3,0.089527,533.38,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-013,IMO-easy,1,competition-hard,False,0,False,,7,3,0.078148,948.86,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-014,IMO-medium,1,competition-hard,False,0,False,,0,3,0.061252,743.13,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-015,IMO-hard,1,competition-hard,False,0,False,,0,3,0.057137,405.96,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-016,IMO-easy,1,competition-hard,False,0,False,,0,3,0.056076,448.12,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-017,IMO-easy,1,competition-hard,False,0,False,,0,3,0.096306,1225.27,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-018,IMO-hard,1,competition-hard,False,0,False,,0,3,0.073002,834.31,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-019,IMO-easy,1,competition-hard,False,0,False,,7,3,0.066465,445.98,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-020,IMO-medium,1,competition-hard,False,0,False,,7,3,0.072365,729.02,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-021,IMO-hard,1,competition-hard,False,0,False,,1,3,0.071651,358.82,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-022,IMO-easy,1,competition-hard,False,0,False,,1,3,0.066813,636.07,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-023,IMO-medium,1,competition-hard,False,0,False,,0,3,0.041558,104.79,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-024,IMO-hard,1,competition-hard,False,0,False,,0,3,0.086297,634.05,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-025,IMO-easy,1,competition-hard,False,0,False,,7,3,0.052629,221.19,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-026,IMO-medium,1,competition-hard,False,0,False,,1,3,0.04129,677.8,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-027,IMO-hard,1,competition-hard,False,0,False,,0,3,0.050852,621.83,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-028,IMO-easy,1,competition-hard,False,7,True,,7,3,0.064057,1310.6,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-029,IMO-medium,1,competition-hard,False,1,False,,1,3,0.069243,694.86,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Advanced-030,IMO-hard,1,competition-hard,False,0,False,,0,3,0.055572,616.66,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-001,IMO-easy,1,competition-hard,False,6,True,,7,3,0.033616,198.92,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-002,pre-IMO,0,pre-competition,False,7,True,,7,3,0.026457,107.26,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-003,IMO-easy,1,competition-hard,False,7,True,,7,3,0.042821,330.91,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-004,IMO-easy,1,competition-hard,False,0,False,,7,3,0.066912,781.5,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-005,IMO-easy,1,competition-hard,False,1,False,,7,3,0.071782,697.32,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-006,IMO-medium,1,competition-hard,False,0,False,,7,3,0.059911,499.4,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-007,IMO-medium,1,competition-hard,False,0,False,,7,3,0.098463,1215.59,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-008,pre-IMO,0,pre-competition,False,0,False,,7,3,0.063867,581.89,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-009,IMO-easy,1,competition-hard,False,0,False,,7,3,0.05695,609.68,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-010,IMO-easy,1,competition-hard,False,7,True,,7,3,0.034121,218.43,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-011,IMO-easy,1,competition-hard,False,0,False,,7,3,0.070994,1381.33,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-012,IMO-medium,1,competition-hard,False,0,False,,7,3,0.060804,625.73,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-013,pre-IMO,0,pre-competition,False,7,True,,7,3,0.041642,373.75,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-014,pre-IMO,0,pre-competition,False,7,True,,7,3,0.033616,367.44,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-015,pre-IMO,0,pre-competition,False,7,True,,7,3,0.056188,937.58,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-016,pre-IMO,0,pre-competition,False,7,True,,7,3,0.050226,429.54,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-017,pre-IMO,0,pre-competition,False,7,True,,7,3,0.024636,238.33,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-018,pre-IMO,0,pre-competition,False,6,True,,7,3,0.062519,1152.85,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-019,IMO-easy,1,competition-hard,False,7,True,,7,3,0.055245,846.23,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-020,IMO-easy,1,competition-hard,False,6,True,,7,3,0.056189,476.34,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-021,IMO-easy,1,competition-hard,False,1,False,,7,3,0.082768,1616.88,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-022,IMO-easy,1,competition-hard,False,0,False,,7,3,0.069715,904.29,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-023,IMO-medium,1,competition-hard,False,0,False,,7,3,0.06877,868.59,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-024,IMO-medium,1,competition-hard,False,7,True,,7,3,0.063087,864.41,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-025,IMO-easy,1,competition-hard,False,0,False,,7,3,0.054166,522.48,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-026,IMO-medium,1,competition-hard,False,0,False,,7,3,0.051262,338.53,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-027,IMO-easy,1,competition-hard,False,7,True,,7,3,0.066174,480.06,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-028,IMO-medium,1,competition-hard,False,0,False,,0,3,0.057308,649.59,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-029,IMO-medium,1,competition-hard,False,0,False,,7,3,0.066474,592.41,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,PB-Basic-030,IMO-easy,1,competition-hard,False,0,False,,1,3,0.056608,453.06,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,erdos-1051,Minor Novelty,3,research-medium,True,0,False,,1,3,0.095448,606.39,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,erdos-333,Literature Identification,2,research-easy,True,0,False,,0,3,0.070984,558.92,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,erdos-397,Independent Rediscovery,1,competition-hard,True,0,False,,0,3,0.055616,298.53,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,erdos-654,Negligible Novelty,2,research-easy,True,7,True,0,0,3,0.07437,480.88,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,erdos-659,Negligible Novelty,2,research-easy,True,0,False,,0,3,0.076984,309.38,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,first-proof-10-official,1,2,research-easy,True,7,True,0,1,3,0.128259,589.27,
roleswap,roleswap,oss_gemma_8cell,x_revise_gemma,default,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/openai/gpt-oss-120b,openrouter/google/gemma-4-31b-it,gpt-oss-120b,openrouter/openai/gpt-oss-120b,first-proof-4-official,3,4,research-hard,True,0,False,,0,3,0.094183,551.97,
