model,model_id,model_config,reasoning_param_json,problem_id,category,subcategory,short_answer,score,verdict_raw,gen_elapsed_s,judge_elapsed_s,total_elapsed_s,prompt_tokens,completion_tokens,reasoning_tokens,total_tokens,judge_prompt_tokens,judge_completion_tokens,est_cost_usd,judge_model,run_date,source_file,error
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-algebra-012,Algebra,Other,$\frac{1}{2}$,1,"<verdict>correct</verdict> The candidate correctly identifies the final answer as $1/2$ and provides a consistent, logical derivation for why this value is the minimum.",12.34,0.81,13.15,210,2137,,2347,3183,37,0.006516,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-combinatorics-076,Combinatorics,Extremal Combinatorics,64,1,"<verdict>correct</verdict> The candidate correctly identifies the smallest size of the set $S$ as 64. Although the candidate provides unnecessary information regarding the set $T$ (which was part of the problem description but did not add to the final numeric value requested), the core answer of 64 is correct.",8.28,1.03,9.3,341,1421,,1762,2592,68,0.0044335,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-combinatorics-055,Combinatorics,Extremal Combinatorics,3986729,0,"<verdict>incorrect</verdict> The candidate's final answer of 104572 ($2011 \times 52$) is incorrect. The ground truth answer is 3986729, which is derived from $(2011 - 52 + 1)^2$ (the number of cells covered by a tile if its top-left corner is allowed to be anywhere in the grid). The candidate's reasoning suffers from confusion regarding the arrangement of tiles to maximize the area covered by a single value (specifically the value 1, which corresponds to the number of possible positions for a $52 \times 52$ tile).",21.4,0.9,22.3,222,3915,,4137,4973,144,0.011856,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-combinatorics-005,Combinatorics,Enumerative Combinatorics,1431655764,1,"<verdict>correct</verdict> The candidate correctly identified the number of sequences of digits using generating functions for each length $k$, carefully accounted for the leading zero condition $N_k = a_k - a_{k-1}$, and successfully performed the summation of the geometric series to reach the correct result.",9.76,0.98,10.74,188,1767,,1955,2794,65,0.0053950000000000005,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-combinatorics-004,Combinatorics,Extremal Combinatorics,9216,1,"<verdict>correct</verdict> The candidate correctly identifies the set $R$ of all even numbers $\{2, 4, \ldots, 190\}$ as a valid set that satisfies the conditions $|R|=95$ and the closure properties (i) and (ii). By calculating the sum of the remaining odd numbers $S = \{1, 3, \ldots, 191\}$, the candidate arrives at the value $96^2 = 9216$, which is the correct maximum sum.",42.14,1.25,43.4,221,7152,,7373,8205,112,0.0215665,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-combinatorics-012,Combinatorics,Enumerative Combinatorics,$\binom{2k}{k}^2$,0,"<verdict>incorrect</verdict> The candidate incorrectly reduces the problem to only 4 configurations. The ground-truth answer $\binom{2k}{k}^2$ corresponds to a well-known combinatorial result for this type of tiling problem (often solved by viewing the board as a $k \times k$ grid of $2 \times 2$ blocks where dominoes can span or be contained in specific ways), and the candidate's enumeration does not match this result.",8.91,1.26,10.17,256,1420,,1676,2515,99,0.0043879999999999995,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-combinatorics-028,Combinatorics,Operations,1198,1,"<verdict>correct</verdict> The candidate correctly identifies the relationship between the generation of numbers and the coprime conditions on the indices of the Stern-Brocot-like tree, leading to the use of Euler's totient function and the correct exclusion of values outside the defined bounds for $i$. The final calculation $1200 - 2 = 1198$ is correct.",11.76,1.38,13.14,226,2095,,2321,3153,84,0.006398,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-combinatorics-030,Combinatorics,Extremal Combinatorics,486,0,"<verdict>incorrect</verdict> The candidate's final answer is 324 (which is $18^2$), but the ground-truth answer is 486. The candidate failed to correctly analyze the geometry of the pillar configuration and the number of queries required.",10.23,1.13,11.36,277,1603,,1880,2712,60,0.0049475,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-combinatorics-065,Combinatorics,Existence Combinatorics,1989,1,"<verdict>correct</verdict> The candidate correctly identified that $n$ must be a multiple of 3 to satisfy the row/column condition, and given $n$ must also be a multiple of 13, $n$ must be a multiple of 39. The calculation $1989/39 = 51$ leads to $1989$ as the largest multiple of 39 $\le 2000$, which matches the ground truth.",8.99,1.21,10.2,300,1549,,1849,2681,104,0.004797,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-combinatorics-078,Combinatorics,Extremal Combinatorics,9701,1,"<verdict>correct</verdict> The candidate correctly identifies the colorful condition as equivalent to $m$ being representable as a non-negative linear combination of 99 and 100, and correctly applies the Frobenius formula $pq - p - q$ for $p=99$ and $q=100$ to obtain 9701.",8.81,0.81,9.63,268,1533,,1801,2634,78,0.004732999999999999,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-combinatorics-072,Combinatorics,Operations,1040,0,"<verdict>incorrect</verdict> The candidate correctly calculates the average for small values of $n$ ($n=2$ and $n=3$), but then correctly identifies the sequence of path lengths as a permutation of $0, 1, \dots, 2^n-1$. However, they incorrectly evaluate the number of turns $\ell(C)$ required for those $2^{64}$ configurations. The problem states $n=64$, and the ground truth average is explicitly 1040, whereas the candidate arrived at $2^{63}-0.5$. The candidate's derivation logic is inconsistent with the result they provided for the final answer.",12.88,1.05,13.92,356,2112,,2468,3300,142,0.006514000000000001,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-combinatorics-026,Combinatorics,Enumerative Combinatorics,847288609444,1,"<verdict>correct</verdict> The candidate correctly identifies that the number of colorings is given by the number of pairs $(V, K)$ such that $V \subseteq K \subseteq S$ (where $V$ is the ""minimal"" set and $K \setminus V$ are the ""flexible"" elements), adding the one case where all $\chi(A) = 0$. The calculation $3^{25} + 1 = 847288609444$ is correct.",16.35,1.0,17.34,285,3048,,3333,4173,111,0.009286500000000001,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-combinatorics-092,Combinatorics,Graph Theory,197,1,"<verdict>correct</verdict> The candidate correctly identifies the parity condition for the number of cycles in the permutation $x \mapsto 3x \pmod{m}$ using the signature of the permutation and the Jacobi symbol $\left(\frac{3}{m}\right)$. By correctly evaluating the conditions for $m$ (odd and even cases) and ordering the integers less than 200, the candidate arrives at the second largest value, 197.",10.81,0.81,11.63,267,1988,,2255,3087,97,0.0060975000000000005,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-combinatorics-084,Combinatorics,Operations,3,0,"<verdict>incorrect</verdict> The candidate correctly identifies the structure as a tropical semimodule but derives an incorrect final answer based on the logic that $s = n+1$. The correct answer to this problem is 3, which is independent of the dimension of the space (as long as $n \geq 2$).",9.33,1.1,10.43,423,1597,,2020,2849,69,0.0050025,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-geometry-090,Geometry,combinatorial_geometry,44,0,"<verdict>incorrect</verdict> The candidate correctly identifies the relationship $12m = \sum S_i$ and the constraints, but their final answer of 20 contradicts the ground truth of 44. While they mention 44 in their text as a potential value they explore, they ultimately dismiss it and incorrectly conclude the maximum is 20.",10.08,1.22,11.3,179,1774,,1953,2783,77,0.0054115000000000005,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-geometry-070,Geometry,3d_geometry,104,1,"<verdict>correct</verdict> The candidate correctly identifies the tetrahedron as an isosceles tetrahedron, successfully calculates the surface area and volume using the embedding method, and correctly computes the inradius and the final sum $a+b+c = 20+21+63=104$.",6.16,0.82,6.98,275,1130,,1405,2237,64,0.0035275000000000003,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-geometry-054,Geometry,computation,26,0,"<verdict>incorrect</verdict> The candidate correctly identified the area formula for $\triangle XQR$ as $\frac{8\sqrt{15}}{5}$, but the ground truth is 26. Specifically, the area calculation provided by the candidate is $\frac{8\sqrt{15}}{5}$, which leads to $8+15+5=28$, whereas the ground truth answer is 26.",16.48,1.22,17.7,275,3188,,3463,4293,90,0.0097015,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-geometry-029,Geometry,computation,90,1,"<verdict>correct</verdict> The candidate correctly identified the value $90$ for the angle $\angle RJS$, supported by a consistent coordinate geometry argument using the symmetric case of the triangle $XYZ$. Since the result is a constant value as posed in the problem, the derivation holds.",9.48,0.8,10.27,266,1707,,1973,2804,61,0.005254000000000001,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-geometry-058,Geometry,computation,301,1,"<verdict>correct</verdict>
The candidate correctly identifies the side lengths of the pedal quadrilateral as $s_i |\cos \theta|$, where $s_i$ are the sides of the original cyclic quadrilateral and $\theta$ is the angle between the diagonals, leading to a perimeter of $22 |\cos \theta|$. The calculations for the diagonals, the area, and the final value of $|\cos \theta| = 11/59$ are mathematically sound, resulting in the correct final sum $m+n=301$.",9.58,1.21,10.78,272,1733,,2005,2836,115,0.005335,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-geometry-076,Geometry,extremal_geometry,$\frac{4}{x\sqrt{4-x^2}}$,1,"<verdict>correct</verdict> The candidate correctly derives the area ratio formula and identifies the appropriate values for the central angles to minimize the expression, leading to the correct final expression $\frac{4}{x\sqrt{4-x^2}}$.",8.64,0.84,9.48,338,1559,,1897,2740,52,0.004846,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-geometry-036,Geometry,computation,$\frac{a\sqrt{19}}{2}$,1,"<verdict>correct</verdict> The candidate correctly set up a coordinate system, identified the coordinates of the points $Y, P, Q,$ and the midpoint $R$, and applied the distance formula to arrive at the correct length $\frac{a\sqrt{19}}{2}$.",5.46,0.89,6.34,243,1017,,1260,2100,60,0.0031725,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-geometry-001,Geometry,3d_geometry,$\frac{3}{2}$,0,"<verdict>incorrect</verdict> The candidate arrives at a supremum of $1$, whereas the correct value is $\frac{3}{2}$. While the candidate attempts to derive the relationship between height and edge distance, they fail to identify the configuration that yields the bound of $3/2$.",28.99,0.8,29.79,191,1803,,1994,2830,61,0.0055045,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-geometry-098,Geometry,extremal_geometry,9,1,"<verdict>correct</verdict> The candidate correctly identifies the properties of the orthodiagonal cyclic quadrilateral, derives the area function effectively using the constraints and Brahmagupta's formula, and correctly concludes that the maximum area is 9.",8.6,0.91,9.52,172,1535,,1707,2537,50,0.004691,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-geometry-021,Geometry,combinatorial_geometry,499000,1,"<verdict>correct</verdict> The candidate correctly identifies the total number of diagonals $D = 499499$, recognizes the relevance of the degenerate ""cluster"" polygon configuration, and performs the correct algebraic derivation $n \geq D - 499$ to arrive at the final answer of 499000.",8.83,1.31,10.14,173,1480,,1653,2487,73,0.0045265,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-geometry-055,Geometry,computation,58,1,"<verdict>correct</verdict> The candidate correctly identified the geometric properties, set up the equations derived from the tangency and power of a point, solved for the circumradius $R$ and the area of the triangle, and correctly computed $a+b = 58$.",27.74,0.66,28.4,249,5152,,5401,6232,59,0.0155805,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-geometry-044,Geometry,computation,75,0,"<verdict>incorrect</verdict>

The candidate incorrectly calculates the final angle as $135^\circ$, while the correct ground-truth answer is $75^\circ$. Although the candidate follows a coordinate geometry approach, they make an error in setting up the vectors or calculating the final angle between the lines $RE$ and $EQ$.",9.28,0.81,10.08,222,1699,,1921,2752,72,0.005208,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-number_theory-036,Number theory,Base and Digit,"$2,3, \underbrace{2\cdots2}_{n}1$",0,"<verdict>incorrect</verdict>

The candidate's final answer $\{1, 2, 3, 12, 21\}$ is incomplete. The ground truth includes the infinite family of numbers of the form $2\underbrace{2 \dots 2}_{n}1$ (often written as $22\dots21$), which the candidate failed to identify. Additionally, the candidate included $1, 3$ in their set, which do not satisfy the condition $f^{-1}(f(n)^2)=n^2$ when the function $f$ is strictly defined as moving the units digit to the front (e.g., $f(1)=1, f(1^2)=1, f^{-1}(1)=1$, but for $n=3$, $f(3)=3, f(3^2)=9, f^{-1}(9)=9$, while $n^2=9$—however, for $n=1, 2, 3$, the operation $f$ is trivial and the problem implicitly considers specific behavior for multi-digit integers). Regardless, the failure to identify the infinite family makes the solution incorrect.",16.24,1.64,17.88,198,3114,,3312,4157,250,0.009441,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-number_theory-020,Number theory,Divisibility,44,1,"<verdict>correct</verdict> The candidate correctly identifies that $n$ must be a prime number (specifically, a prime greater than 3) to satisfy the given condition, and accurately counts those primes less than 200. There are 46 primes less than 200, and excluding 2 and 3 yields 44.",13.37,1.15,14.52,214,2451,,2665,3496,75,0.0074600000000000005,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-number_theory-028,Number theory,Sequence,2,1,"<verdict>correct</verdict>

The candidate correctly analyzes the divisibility conditions imposed by the recurrence $a_k = \frac{a_{k-1}}{k} + k^{n-1}$. By testing the polynomial case for $k a_k - a_{k-1} = k^n$, one finds that a solution exists only when $n \equiv 2 \pmod 3$ (specifically $n=2$ gives $a_k = k+1$). The remainder of $n$ divided by 3 is therefore 2.",84.11,1.12,85.23,210,15996,,16206,17035,119,0.048093000000000004,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-number_theory-098,Number theory,Other,93,0,"<verdict>incorrect</verdict> The candidate correctly identifies the requirement for $F$ to be composite, but their calculation of the ""50th composite number"" starting from $F \ge 2$ is incorrect. Counting composites $F \ge 4$ (as $F=2,3$ are prime), the 50th composite number is 72, not 70. More importantly, the problem constraints on the game dynamics (winning regardless of $S$) impose much stricter conditions on $F$ than simply being composite; the ground truth 93 suggests a different condition (likely related to properties of $F$ that prevent the player from being forced into a non-winning sequence by the adversarial organizers).",9.71,1.25,10.95,257,1512,,1769,2599,152,0.0046645,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-number_theory-044,Number theory,Set,64,1,"<verdict>correct</verdict> The candidate correctly identifies the condition $3 \mid \frac{m(m+1)}{2}$ (which is equivalent to $m \equiv 0, 2 \pmod{3}$), counts the integers up to 100 satisfying this condition, and correctly identifies and excludes the small cases ($m=2, 3$) where the construction is impossible despite the divisibility condition.",10.46,0.88,11.34,221,1799,,2020,2850,90,0.0055075,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-number_theory-014,Number theory,Diophantine Equation,"$(n^2 +3n+2, n^3 + 4n^2 + 3n -1)$
for $n \ge 1$",1,"<verdict>correct</verdict> The candidate correctly identified the family of solutions. Although their final parametric expression $(n^2+n, n^3+n^2-2n-1)$ looks different from the ground-truth expression $(n^2+3n+2, n^3+4n^2+3n-1)$, they are equivalent. By substituting $n \to n-1$ in the candidate's parametric family, one obtains the ground-truth form. Both denote the same set of pairs for $n \ge 2$ and $n \ge 1$ respectively.",13.97,0.88,14.85,170,2550,,2720,3584,130,0.0077350000000000006,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-number_theory-012,Number theory,Functional Equation,$n \ge 2$,1,"<verdict>correct</verdict> The candidate correctly identifies the condition as $n \ge 2$. Despite some confusion in their intermediate scratchpad examples, the final conclusion matches the ground truth.",11.18,1.0,12.18,198,1866,,2064,2899,41,0.005697000000000001,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-number_theory-049,Number theory,Set,3,1,"<verdict>correct</verdict> The candidate correctly identifies that the problem is equivalent to finding the largest $m$ such that the Schur number $S(m) \le 40$. Using the known values of Schur numbers ($S(3)=14$ and $S(4)=45$), the candidate correctly concludes that $m=3$ is the maximum value.",6.75,0.86,7.6,196,1110,,1306,2135,80,0.003428,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-number_theory-013,Number theory,Representation,$(n-2)2^n +1$,1,"<verdict>correct</verdict> The candidate correctly identifies the Frobenius number of the set $C_n$ as $(n-2)2^n + 1$. The candidate's final expression $(n-1)2^n - 2^{n} + 1$ algebraically simplifies to $(n-2)2^n + 1$, matching the ground-truth answer. The testing of small cases $n=2$ and $n=3$ is also consistent with the result.",9.24,0.96,10.2,212,1580,,1792,2631,106,0.0048460000000000005,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-number_theory-046,Number theory,Divisibility,$2k-1$,1,"<verdict>correct</verdict> The candidate correctly identifies that the problem is a statement of the Erdős-Ginzburg-Ziv theorem and provides the correct answer, $2k-1$.",7.02,0.6,7.62,166,1119,,1285,2120,43,0.0034400000000000003,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-number_theory-045,Number theory,Sequence,2030,1,"<verdict>correct</verdict> The candidate correctly identifies the condition for $n$ to be a ""cool"" integer (that the total sum is not a perfect square) and correctly solves the resulting Pell equation $n^2 + n = 2y^2$ to find the sequence of ""non-cool"" integers $1, 8, 49, 288, 1679$. By accounting for these 5 excluded values, they correctly determine that the 2025th cool integer is $2025 + 5 = 2030$.",8.93,0.88,9.81,206,1665,,1871,2704,127,0.005098,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-number_theory-078,Number theory,Divisibility,"0,2,6",1,"<verdict>correct</verdict> The candidate correctly identified and verified the set of solutions $\{0, 2, 6\}$. The reasoning provided in the solution effectively covers the cases and confirms the set of non-negative integers that satisfy the divisibility condition.",13.2,0.86,14.06,188,2286,,2474,3308,54,0.006952000000000001,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,default,,imo-bench-number_theory-034,Number theory,Divisor,All powers of 2,1,"<verdict>correct</verdict> The candidate correctly identifies the function $f(n) = \frac{g(n)}{n} = \sum_{d|n} \frac{\phi(d)}{d}$. Through careful analysis of prime powers and the growth of the summation, the candidate successfully shows that only powers of 2 satisfy the ""exactly once"" condition. The justification correctly notes that for $k=3$ (not a power of 2), there are at least two solutions ($n=15$ and $n=16$), while values corresponding to powers of 2 behave uniquely under the constraint.",85.11,7.68,92.79,191,15996,,16187,17019,130,0.0480835,google/gemini-3.1-flash-lite-preview,2026-05-04,answerbench_compare_20260504_20260504_084012.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,xhigh,"{""effort"":""xhigh""}",imo-bench-algebra-083,Algebra,Sequence,2048,,,,,,,,,,,,,google/gemini-3.1-flash-lite-preview,2026-05-05,gemini3flash_xhigh_retest_20260505_20260505_064305.json,not_tested_at_this_config
gemini-3-flash-preview,google/gemini-3-flash-preview,xhigh,"{""effort"":""xhigh""}",imo-bench-algebra-015,Algebra,Functional Equation,8109,,,,,,,,,,,,,google/gemini-3.1-flash-lite-preview,2026-05-05,gemini3flash_xhigh_retest_20260505_20260505_064305.json,not_tested_at_this_config
gemini-3-flash-preview,google/gemini-3-flash-preview,xhigh,"{""effort"":""xhigh""}",imo-bench-algebra-004,Algebra,Inequality,$2^{u-2}$,,,,,,,,,,,,,google/gemini-3.1-flash-lite-preview,2026-05-05,gemini3flash_xhigh_retest_20260505_20260505_064305.json,not_tested_at_this_config
gemini-3-flash-preview,google/gemini-3-flash-preview,xhigh,"{""effort"":""xhigh""}",imo-bench-algebra-096,Algebra,Inequality,$4\cdot3^{2023}$,,,,,,,,,,,,,google/gemini-3.1-flash-lite-preview,2026-05-05,gemini3flash_xhigh_retest_20260505_20260505_064305.json,not_tested_at_this_config
gemini-3-flash-preview,google/gemini-3-flash-preview,xhigh,"{""effort"":""xhigh""}",imo-bench-algebra-037,Algebra,Functional Equation,$X(y)=1+(u-1) \bar{y}$,,,,,,,,,,,,,google/gemini-3.1-flash-lite-preview,2026-05-05,gemini3flash_xhigh_retest_20260505_20260505_064305.json,not_tested_at_this_config
gemini-3-flash-preview,google/gemini-3-flash-preview,xhigh,"{""effort"":""xhigh""}",imo-bench-algebra-032,Algebra,Functional Equation,16,1,"<verdict>correct</verdict> The candidate correctly identifies the structure of the good functions as being $g(x) = x$ or $g(x) = 0$ based on their support $U$, and correctly determines that for elements in $S$, the values are constrained by the choice of which prime bases are in $U$. The reasoning leads consistently to the conclusion that there are $2^4 = 16$ such functions.",202.02,0.95,202.97,366,46896,45377,47262,2713,94,0.140871,google/gemini-3.1-flash-lite-preview,2026-05-05,gemini3flash_xhigh_retest_20260505_20260505_064305.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,xhigh,"{""effort"":""xhigh""}",imo-bench-algebra-029,Algebra,Functional Equation,$g(x)=\frac{1}{3} ((2x)^a +(2x)^{-a})$ for some $a>0$,,,,,,,,,,,,,google/gemini-3.1-flash-lite-preview,2026-05-05,gemini3flash_xhigh_retest_20260505_20260505_064305.json,not_tested_at_this_config
gemini-3-flash-preview,google/gemini-3-flash-preview,xhigh,"{""effort"":""xhigh""}",imo-bench-algebra-018,Algebra,Functional Equation,"2026, 2030",0,"<verdict>incorrect</verdict> The candidate failed to identify all possible solutions. The ground truth includes $a_{2025} = 2030$, which corresponds to the solution $a_n = n+5$ for $n$ even and $a_n = n-1$ for $n$ odd, or other valid sequences arising from the functional equation. The candidate incorrectly claimed that $a_n = n+1$ was the only possible solution.",95.37,0.97,96.34,202,22848,21487,23050,2399,102,0.06864500000000001,google/gemini-3.1-flash-lite-preview,2026-05-05,gemini3flash_xhigh_retest_20260505_20260505_064305.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,xhigh,"{""effort"":""xhigh""}",imo-bench-algebra-014,Algebra,Inequality,$2025^2 a(a-1)$,,,,,,,,,,,,,google/gemini-3.1-flash-lite-preview,2026-05-05,gemini3flash_xhigh_retest_20260505_20260505_064305.json,not_tested_at_this_config
gemini-3-flash-preview,google/gemini-3-flash-preview,xhigh,"{""effort"":""xhigh""}",imo-bench-algebra-088,Algebra,Equation,$\frac{1}{7}$,,,,,,,,,,,,,google/gemini-3.1-flash-lite-preview,2026-05-05,gemini3flash_xhigh_retest_20260505_20260505_064305.json,not_tested_at_this_config
gemini-3-flash-preview,google/gemini-3-flash-preview,xhigh,"{""effort"":""xhigh""}",imo-bench-algebra-071,Algebra,Inequality,$\frac{2}{3}$,,,,,,,,,,,,,google/gemini-3.1-flash-lite-preview,2026-05-05,gemini3flash_xhigh_retest_20260505_20260505_064305.json,not_tested_at_this_config
gemini-3-flash-preview,google/gemini-3-flash-preview,xhigh,"{""effort"":""xhigh""}",imo-bench-algebra-012,Algebra,Other,$\frac{1}{2}$,,,,,,,,,,,,,google/gemini-3.1-flash-lite-preview,2026-05-05,gemini3flash_xhigh_retest_20260505_20260505_064305.json,not_tested_at_this_config
gemini-3-flash-preview,google/gemini-3-flash-preview,xhigh,"{""effort"":""xhigh""}",imo-bench-combinatorics-076,Combinatorics,Extremal Combinatorics,64,,,,,,,,,,,,,google/gemini-3.1-flash-lite-preview,2026-05-05,gemini3flash_xhigh_retest_20260505_20260505_064305.json,not_tested_at_this_config
gemini-3-flash-preview,google/gemini-3-flash-preview,xhigh,"{""effort"":""xhigh""}",imo-bench-combinatorics-055,Combinatorics,Extremal Combinatorics,3986729,0,"<verdict>incorrect</verdict> The candidate arrives at an incorrect numerical value (4042642 instead of 3986729). The provided ground-truth value 3986729 is the correct maximum for this problem, derived from the configuration where the tiles are placed to cover a specific subset of the grid.",228.27,0.87,229.14,224,55903,54638,56127,2323,76,0.167821,google/gemini-3.1-flash-lite-preview,2026-05-05,gemini3flash_xhigh_retest_20260505_20260505_064305.json,
gemini-3-flash-preview,google/gemini-3-flash-preview,xhigh,"{""effort"":""xhigh""}",imo-bench-combinatorics-005,Combinatorics,Enumerative Combinatorics,1431655764,,,,,,,,,,,,,google/gemini-3.1-flash-lite-preview,2026-05-05,gemini3flash_xhigh_retest_20260505_20260505_064305.json,not_tested_at_this_config
gemini-3-flash-preview,google/gemini-3-flash-preview,xhigh,"{""effort"":""xhigh""}",imo-bench-combinatorics-004,Combinatorics,Extremal Combinatorics,9216,,,,,,,,,,,,,google/gemini-3.1-flash-lite-preview,2026-05-05,gemini3flash_xhigh_retest_20260505_20260505_064305.json,not_tested_at_this_config
