grading_id,sample,gemma_4_31b_it_high_score,gpt_oss_120b_xhigh_score,deepseek_v4_flash_default_score,trio_majority_pass_at_6,trio_majority_signal_at_1,trio_mean_score,trio_median_score,trio_n_valid,gemini_3_1_pro_score,gemini_3_1_pro_pass_at_6,claude_opus_4_7_score,claude_opus_4_7_pass_at_6,human_score,human_pass_at_6,human_signal_at_1,problem_id,problem_source,trio_pass_match_at_6,gemini_3_1_pro_pass_match_at_6,claude_opus_4_7_pass_match_at_6
GB-0078,validation,1,1,0,False,True,0.6667,1,3,1,False,1,False,1,False,True,PB-Advanced-003,Novel Problem,True,True,True
GB-0079,validation,1,1,0,False,True,0.6667,1,3,1,False,1,False,1,False,True,PB-Advanced-003,Novel Problem,True,True,True
GB-0080,validation,1,0,0,False,False,0.3333,0,3,0,False,1,False,1,False,True,PB-Advanced-003,Novel Problem,True,True,True
GB-0084,validation,1,1,1,False,True,1,1,3,1,False,1,False,1,False,True,PB-Advanced-003,Novel Problem,True,True,True
GB-0086,validation,1,1,0,False,True,0.6667,1,3,1,False,1,False,1,False,True,PB-Advanced-003,Novel Problem,True,True,True
GB-0088,validation,1,1,0,False,True,0.6667,1,3,1,False,1,False,1,False,True,PB-Advanced-003,Novel Problem,True,True,True
GB-0089,validation,1,1,0,False,True,0.6667,1,3,1,False,1,False,1,False,True,PB-Advanced-003,Novel Problem,True,True,True
GB-0091,validation,1,1,0,False,True,0.6667,1,3,1,False,1,False,1,False,True,PB-Advanced-003,Novel Problem,True,True,True
GB-0093,validation,0,0,0,False,False,0,0,3,0,False,0,False,0,False,False,PB-Advanced-004,Novel Problem,True,True,True
GB-0102,validation,1,7,0,False,True,2.6667,1,3,6,True,7,True,6,True,True,PB-Advanced-004,Novel Problem,False,True,True
GB-0107,validation,6,1,0,False,True,2.3333,1,3,6,True,6,True,7,True,True,PB-Advanced-004,Novel Problem,False,True,True
GB-0108,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-004,Novel Problem,True,True,True
GB-0109,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-004,Novel Problem,True,True,True
GB-0114,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-004,Novel Problem,True,True,True
GB-0120,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-004,Novel Problem,True,True,True
GB-0123,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-004,Novel Problem,True,True,True
GB-0124,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-004,Novel Problem,True,True,True
GB-0127,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-004,Novel Problem,True,True,True
GB-0132,validation,0,0,0,False,False,0,0,3,0,False,0,False,0,False,False,PB-Advanced-005,Novel Problem,True,True,True
GB-0133,validation,0,0,0,False,False,0,0,3,0,False,0,False,0,False,False,PB-Advanced-005,Novel Problem,True,True,True
GB-0134,validation,0,0,0,False,False,0,0,3,0,False,0,False,0,False,False,PB-Advanced-005,Novel Problem,True,True,True
GB-0135,validation,0,0,0,False,False,0,0,3,0,False,0,False,0,False,False,PB-Advanced-005,Novel Problem,True,True,True
GB-0141,validation,0,1,0,False,False,0.3333,0,3,1,False,0,False,0,False,False,PB-Advanced-005,Novel Problem,True,True,True
GB-0151,validation,7,7,0,True,True,4.6667,7,3,7,True,6,True,3,False,True,PB-Advanced-005,Novel Problem,False,False,False
GB-0152,validation,1,0,0,False,False,0.3333,0,3,1,False,1,False,3,False,True,PB-Advanced-005,Novel Problem,True,True,True
GB-0159,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-005,Novel Problem,True,True,True
GB-0163,validation,1,1,0,False,True,0.6667,1,3,1,False,0,False,0,False,False,PB-Advanced-006,Novel Problem,True,True,True
GB-0170,validation,1,1,0,False,True,0.6667,1,3,0,False,1,False,1,False,True,PB-Advanced-006,Novel Problem,True,True,True
GB-0174,validation,1,1,0,False,True,0.6667,1,3,1,False,0,False,2,False,True,PB-Advanced-006,Novel Problem,True,True,True
GB-0179,validation,1,1,0,False,True,0.6667,1,3,1,False,0,False,2,False,True,PB-Advanced-006,Novel Problem,True,True,True
GB-0186,validation,1,1,0,False,True,0.6667,1,3,1,False,1,False,5,False,True,PB-Advanced-006,Novel Problem,True,True,True
GB-0188,validation,1,1,0,False,True,0.6667,1,3,1,False,1,False,6,True,True,PB-Advanced-006,Novel Problem,False,False,False
GB-0193,validation,0,0,0,False,False,0,0,3,0,False,0,False,0,False,False,PB-Advanced-007,Novel Problem,True,True,True
GB-0194,validation,0,0,0,False,False,0,0,3,0,False,0,False,0,False,False,PB-Advanced-007,Novel Problem,True,True,True
GB-0207,validation,0,0,0,False,False,0,0,3,0,False,0,False,7,True,True,PB-Advanced-007,Novel Problem,False,False,False
GB-0209,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-007,Novel Problem,True,True,True
GB-0211,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-007,Novel Problem,True,True,True
GB-0213,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-007,Novel Problem,True,True,True
GB-0228,validation,1,1,0,False,True,0.6667,1,3,0,False,1,False,0,False,False,PB-Advanced-008,Novel Problem,True,True,True
GB-0233,validation,1,0,0,False,False,0.3333,0,3,1,False,0,False,1,False,True,PB-Advanced-008,Novel Problem,True,True,True
GB-0236,validation,1,0,0,False,False,0.3333,0,3,1,False,0,False,1,False,True,PB-Advanced-008,Novel Problem,True,True,True
GB-0237,validation,1,1,0,False,True,0.6667,1,3,1,False,1,False,2,False,True,PB-Advanced-008,Novel Problem,True,True,True
GB-0244,validation,6,0,0,False,False,2,0,3,6,True,6,True,5,False,True,PB-Advanced-008,Novel Problem,True,False,False
GB-0247,validation,6,1,0,False,True,2.3333,1,3,6,True,6,True,5,False,True,PB-Advanced-008,Novel Problem,True,False,False
GB-0265,validation,1,1,0,False,True,0.6667,1,3,1,False,1,False,0,False,False,PB-Advanced-009,Novel Problem,True,True,True
GB-0267,validation,0,0,0,False,False,0,0,3,0,False,1,False,0,False,False,PB-Advanced-009,Novel Problem,True,True,True
GB-0268,validation,0,0,0,False,False,0,0,3,0,False,1,False,0,False,False,PB-Advanced-009,Novel Problem,True,True,True
GB-0280,validation,0,0,0,False,False,0,0,3,1,False,0,False,0,False,False,PB-Advanced-009,Novel Problem,True,True,True
GB-0286,validation,1,0,0,False,False,0.3333,0,3,0,False,1,False,0,False,False,PB-Advanced-009,Novel Problem,True,True,True
GB-0289,validation,1,0,0,False,False,0.3333,0,3,1,False,0,False,1,False,True,PB-Advanced-009,Novel Problem,True,True,True
GB-0291,validation,7,7,1,True,True,5,7,3,7,True,1,False,3,False,True,PB-Advanced-009,Novel Problem,False,False,True
GB-0300,validation,0,0,0,False,False,0,0,3,1,False,1,False,0,False,False,PB-Advanced-010,Novel Problem,True,True,True
GB-0302,validation,1,1,0,False,True,0.6667,1,3,1,False,1,False,0,False,False,PB-Advanced-010,Novel Problem,True,True,True
GB-0303,validation,0,0,0,False,False,0,0,3,0,False,0,False,0,False,False,PB-Advanced-010,Novel Problem,True,True,True
GB-0311,validation,1,0,0,False,False,0.3333,0,3,0,False,1,False,0,False,False,PB-Advanced-010,Novel Problem,True,True,True
GB-0314,validation,7,7,0,True,True,4.6667,7,3,7,True,7,True,0,False,False,PB-Advanced-010,Novel Problem,False,False,False
GB-0318,validation,1,1,0,False,True,0.6667,1,3,1,False,0,False,1,False,True,PB-Advanced-010,Novel Problem,True,True,True
GB-0319,validation,1,0,0,False,False,0.3333,0,3,0,False,0,False,2,False,True,PB-Advanced-010,Novel Problem,True,True,True
GB-0337,validation,1,0,0,False,False,0.3333,0,3,0,False,1,False,0,False,False,PB-Advanced-011,Novel Problem,True,True,True
GB-0344,validation,1,0,0,False,False,0.3333,0,3,0,False,0,False,0,False,False,PB-Advanced-011,Novel Problem,True,True,True
GB-0355,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-011,Novel Problem,True,True,True
GB-0356,validation,1,1,0,False,True,0.6667,1,3,1,False,1,False,0,False,False,PB-Advanced-012,Novel Problem,True,True,True
GB-0359,validation,1,1,0,False,True,0.6667,1,3,1,False,1,False,0,False,False,PB-Advanced-012,Novel Problem,True,True,True
GB-0362,validation,1,1,0,False,True,0.6667,1,3,1,False,1,False,0,False,False,PB-Advanced-012,Novel Problem,True,True,True
GB-0366,validation,1,1,0,False,True,0.6667,1,3,1,False,1,False,1,False,True,PB-Advanced-012,Novel Problem,True,True,True
GB-0369,validation,1,7,7,True,True,5,7,3,1,False,1,False,2,False,True,PB-Advanced-012,Novel Problem,False,True,True
GB-0382,validation,7,7,7,True,True,7,7,3,7,True,6,True,4,False,True,PB-Advanced-012,Novel Problem,False,False,False
GB-0383,validation,7,7,7,True,True,7,7,3,7,True,6,True,4,False,True,PB-Advanced-012,Novel Problem,False,False,False
GB-0396,validation,7,7,1,True,True,5,7,3,7,True,6,True,4,False,True,PB-Advanced-012,Novel Problem,False,False,False
GB-0398,validation,7,7,7,True,True,7,7,3,7,True,6,True,4,False,True,PB-Advanced-012,Novel Problem,False,False,False
GB-0402,validation,7,1,6,True,True,4.6667,6,3,7,True,6,True,4,False,True,PB-Advanced-012,Novel Problem,False,False,False
GB-0408,validation,7,7,1,True,True,5,7,3,7,True,6,True,5,False,True,PB-Advanced-012,Novel Problem,False,False,False
GB-0415,validation,7,7,0,True,True,4.6667,7,3,7,True,6,True,6,True,True,PB-Advanced-012,Novel Problem,True,True,True
GB-0434,validation,7,7,0,True,True,4.6667,7,3,1,False,0,False,0,False,False,PB-Advanced-013,Novel Problem,False,True,True
GB-0436,validation,7,7,7,True,True,7,7,3,7,True,7,True,1,False,True,PB-Advanced-013,Novel Problem,False,False,False
GB-0437,validation,7,7,7,True,True,7,7,3,7,True,7,True,1,False,True,PB-Advanced-013,Novel Problem,False,False,False
GB-0442,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-013,Novel Problem,True,True,True
GB-0445,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-013,Novel Problem,True,True,True
GB-0451,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-013,Novel Problem,True,True,True
GB-0455,validation,7,1,1,False,True,3,1,3,6,True,6,True,5,False,True,PB-Advanced-014,Novel Problem,True,False,False
GB-0458,validation,7,7,1,True,True,5,7,3,6,True,6,True,6,True,True,PB-Advanced-014,Novel Problem,True,True,True
GB-0461,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-014,Novel Problem,True,True,True
GB-0463,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-014,Novel Problem,True,True,True
GB-0468,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-014,Novel Problem,True,True,True
GB-0473,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-014,Novel Problem,True,True,True
GB-0483,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-014,Novel Problem,True,True,True
GB-0489,validation,0,0,0,False,False,0,0,3,0,False,0,False,0,False,False,PB-Advanced-015,Novel Problem,True,True,True
GB-0494,validation,0,0,7,False,False,2.3333,0,3,0,False,0,False,0,False,False,PB-Advanced-015,Novel Problem,True,True,True
GB-0495,validation,0,0,0,False,False,0,0,3,0,False,1,False,0,False,False,PB-Advanced-015,Novel Problem,True,True,True
GB-0497,validation,1,0,0,False,False,0.3333,0,3,1,False,0,False,0,False,False,PB-Advanced-015,Novel Problem,True,True,True
GB-0498,validation,1,0,0,False,False,0.3333,0,3,0,False,0,False,0,False,False,PB-Advanced-015,Novel Problem,True,True,True
GB-0500,validation,1,1,0,False,True,0.6667,1,3,1,False,1,False,2,False,True,PB-Advanced-015,Novel Problem,True,True,True
GB-0501,validation,7,0,0,False,False,2.3333,0,3,7,True,1,False,2,False,True,PB-Advanced-015,Novel Problem,True,False,True
GB-0502,validation,1,0,0,False,False,0.3333,0,3,1,False,1,False,2,False,True,PB-Advanced-015,Novel Problem,True,True,True
GB-0504,validation,1,0,0,False,False,0.3333,0,3,1,False,1,False,2,False,True,PB-Advanced-015,Novel Problem,True,True,True
GB-0505,validation,7,0,0,False,False,2.3333,0,3,1,False,1,False,2,False,True,PB-Advanced-015,Novel Problem,True,True,True
GB-0523,validation,1,1,0,False,True,0.6667,1,3,0,False,0,False,1,False,True,PB-Advanced-016,Novel Problem,True,True,True
GB-0526,validation,1,0,0,False,False,0.3333,0,3,0,False,0,False,1,False,True,PB-Advanced-016,Novel Problem,True,True,True
GB-0527,validation,1,1,1,False,True,1,1,3,1,False,1,False,1,False,True,PB-Advanced-016,Novel Problem,True,True,True
GB-0529,validation,0,0,0,False,False,0,0,3,0,False,0,False,1,False,True,PB-Advanced-016,Novel Problem,True,True,True
GB-0532,validation,1,0,0,False,False,0.3333,0,3,0,False,0,False,1,False,True,PB-Advanced-016,Novel Problem,True,True,True
GB-0535,validation,1,1,0,False,True,0.6667,1,3,1,False,1,False,5,False,True,PB-Advanced-016,Novel Problem,True,True,True
GB-0538,validation,1,1,0,False,True,0.6667,1,3,1,False,0,False,5,False,True,PB-Advanced-016,Novel Problem,True,True,True
GB-0543,validation,7,7,6,True,True,6.6667,7,3,7,True,7,True,7,True,True,PB-Advanced-016,Novel Problem,True,True,True
GB-0553,validation,1,1,0,False,True,0.6667,1,3,1,False,1,False,1,False,True,PB-Advanced-017,Novel Problem,True,True,True
GB-0558,validation,7,1,6,True,True,4.6667,6,3,7,True,7,True,3,False,True,PB-Advanced-017,Novel Problem,False,False,False
GB-0562,validation,7,6,0,True,True,4.3333,6,3,7,True,6,True,4,False,True,PB-Advanced-017,Novel Problem,False,False,False
GB-0569,validation,7,1,6,True,True,4.6667,6,3,7,True,7,True,5,False,True,PB-Advanced-017,Novel Problem,False,False,False
GB-0573,validation,7,7,0,True,True,4.6667,7,3,7,True,6,True,6,True,True,PB-Advanced-017,Novel Problem,True,True,True
GB-0579,validation,7,7,0,True,True,4.6667,7,3,7,True,6,True,6,True,True,PB-Advanced-017,Novel Problem,True,True,True
GB-0584,validation,7,1,7,True,True,5,7,3,7,True,7,True,7,True,True,PB-Advanced-017,Novel Problem,True,True,True
GB-0594,validation,0,0,0,False,False,0,0,3,0,False,0,False,0,False,False,PB-Advanced-018,Novel Problem,True,True,True
GB-0606,validation,0,0,0,False,False,0,0,3,0,False,0,False,1,False,True,PB-Advanced-018,Novel Problem,True,True,True
GB-0609,validation,1,0,0,False,False,0.3333,0,3,0,False,0,False,1,False,True,PB-Advanced-018,Novel Problem,True,True,True
GB-0614,validation,0,0,0,False,False,0,0,3,0,False,0,False,1,False,True,PB-Advanced-018,Novel Problem,True,True,True
GB-0621,validation,0,0,0,False,False,0,0,3,0,False,0,False,1,False,True,PB-Advanced-018,Novel Problem,True,True,True
GB-0622,validation,0,0,0,False,False,0,0,3,0,False,0,False,1,False,True,PB-Advanced-018,Novel Problem,True,True,True
GB-0625,validation,7,7,7,True,True,7,7,3,7,True,7,True,6,True,True,PB-Advanced-019,(Modified) IMO 2024 P1,True,True,True
GB-0637,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-019,(Modified) IMO 2024 P1,True,True,True
GB-0642,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-019,(Modified) IMO 2024 P1,True,True,True
GB-0647,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-019,(Modified) IMO 2024 P1,True,True,True
GB-0662,validation,1,1,1,False,True,1,1,3,1,False,1,False,0,False,False,PB-Advanced-020,(Modified) IMO 2024 P2,True,True,True
GB-0671,validation,6,1,1,False,True,2.6667,1,3,1,False,1,False,1,False,True,PB-Advanced-020,(Modified) IMO 2024 P2,True,True,True
GB-0675,validation,7,6,0,True,True,4.3333,6,3,6,True,6,True,6,True,True,PB-Advanced-020,(Modified) IMO 2024 P2,True,True,True
GB-0676,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-020,(Modified) IMO 2024 P2,True,True,True
GB-0677,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-020,(Modified) IMO 2024 P2,True,True,True
GB-0682,validation,6,7,3,True,True,5.3333,6,3,6,True,6,True,7,True,True,PB-Advanced-020,(Modified) IMO 2024 P2,True,True,True
GB-0690,validation,0,0,0,False,False,0,0,3,0,False,0,False,0,False,False,PB-Advanced-021,(Modified) IMO 2024 P3,True,True,True
GB-0692,validation,1,1,0,False,True,0.6667,1,3,1,False,1,False,0,False,False,PB-Advanced-021,(Modified) IMO 2024 P3,True,True,True
GB-0694,validation,7,6,0,True,True,4.3333,6,3,7,True,1,False,0,False,False,PB-Advanced-021,(Modified) IMO 2024 P3,False,False,True
GB-0695,validation,1,7,0,False,True,2.6667,1,3,1,False,1,False,0,False,False,PB-Advanced-021,(Modified) IMO 2024 P3,True,True,True
GB-0706,validation,1,1,0,False,True,0.6667,1,3,0,False,0,False,0,False,False,PB-Advanced-021,(Modified) IMO 2024 P3,True,True,True
GB-0707,validation,1,1,0,False,True,0.6667,1,3,0,False,0,False,0,False,False,PB-Advanced-021,(Modified) IMO 2024 P3,True,True,True
GB-0708,validation,1,1,0,False,True,0.6667,1,3,1,False,1,False,0,False,False,PB-Advanced-021,(Modified) IMO 2024 P3,True,True,True
GB-0709,validation,1,0,0,False,False,0.3333,0,3,0,False,0,False,1,False,True,PB-Advanced-021,(Modified) IMO 2024 P3,True,True,True
GB-0713,validation,1,0,0,False,False,0.3333,0,3,1,False,1,False,4,False,True,PB-Advanced-021,(Modified) IMO 2024 P3,True,True,True
GB-0716,validation,1,1,0,False,True,0.6667,1,3,0,False,1,False,4,False,True,PB-Advanced-021,(Modified) IMO 2024 P3,True,True,True
GB-0717,validation,7,0,0,False,False,2.3333,0,3,1,False,1,False,4,False,True,PB-Advanced-021,(Modified) IMO 2024 P3,True,True,True
GB-0723,validation,0,1,0,False,False,0.3333,0,3,7,True,1,False,0,False,False,PB-Advanced-022,(Modified) IMO 2024 P4,True,False,True
GB-0725,validation,0,0,0,False,False,0,0,3,0,False,0,False,0,False,False,PB-Advanced-022,(Modified) IMO 2024 P4,True,True,True
GB-0727,validation,1,0,0,False,False,0.3333,0,3,0,False,1,False,0,False,False,PB-Advanced-022,(Modified) IMO 2024 P4,True,True,True
GB-0729,validation,7,2,0,False,True,3,2,3,7,True,6,True,0,False,False,PB-Advanced-022,(Modified) IMO 2024 P4,True,False,False
GB-0730,validation,0,0,0,False,False,0,0,3,0,False,1,False,0,False,False,PB-Advanced-022,(Modified) IMO 2024 P4,True,True,True
GB-0732,validation,1,0,0,False,False,0.3333,0,3,0,False,1,False,0,False,False,PB-Advanced-022,(Modified) IMO 2024 P4,True,True,True
GB-0735,validation,0,1,0,False,False,0.3333,0,3,0,False,1,False,1,False,True,PB-Advanced-022,(Modified) IMO 2024 P4,True,True,True
GB-0738,validation,1,1,0,False,True,0.6667,1,3,0,False,1,False,1,False,True,PB-Advanced-022,(Modified) IMO 2024 P4,True,True,True
GB-0743,validation,0,0,0,False,False,0,0,3,0,False,0,False,7,True,True,PB-Advanced-022,(Modified) IMO 2024 P4,False,False,False
GB-0749,validation,1,7,0,False,True,2.6667,1,3,7,True,1,False,7,True,True,PB-Advanced-022,(Modified) IMO 2024 P4,False,True,False
GB-0754,validation,0,0,0,False,False,0,0,3,0,False,0,False,0,False,False,PB-Advanced-023,(Modified) IMO 2024 P5,True,True,True
GB-0776,validation,7,7,0,True,True,4.6667,7,3,1,False,1,False,1,False,True,PB-Advanced-023,(Modified) IMO 2024 P5,False,True,True
GB-0777,validation,7,7,7,True,True,7,7,3,1,False,7,True,1,False,True,PB-Advanced-023,(Modified) IMO 2024 P5,False,True,False
GB-0779,validation,1,1,0,False,True,0.6667,1,3,7,True,6,True,1,False,True,PB-Advanced-023,(Modified) IMO 2024 P5,True,False,False
GB-0790,validation,1,1,0,False,True,0.6667,1,3,1,False,0,False,1,False,True,PB-Advanced-024,(Modified) IMO 2024 P6,True,True,True
GB-0801,validation,1,0,0,False,False,0.3333,0,3,0,False,1,False,1,False,True,PB-Advanced-024,(Modified) IMO 2024 P6,True,True,True
GB-0804,validation,1,0,0,False,False,0.3333,0,3,1,False,0,False,1,False,True,PB-Advanced-024,(Modified) IMO 2024 P6,True,True,True
GB-0806,validation,1,1,1,False,True,1,1,3,1,False,1,False,4,False,True,PB-Advanced-024,(Modified) IMO 2024 P6,True,True,True
GB-0809,validation,1,1,0,False,True,0.6667,1,3,1,False,1,False,5,False,True,PB-Advanced-024,(Modified) IMO 2024 P6,True,True,True
GB-0814,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-025,USAMO 2025,True,True,True
GB-0822,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-025,USAMO 2025,True,True,True
GB-0830,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-025,USAMO 2025,True,True,True
GB-0832,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-025,USAMO 2025,True,True,True
GB-0846,validation,7,1,6,True,True,4.6667,6,3,7,True,6,True,5,False,True,PB-Advanced-026,USAMO 2025,False,False,False
GB-0851,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-026,USAMO 2025,True,True,True
GB-0862,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-026,USAMO 2025,True,True,True
GB-0865,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-026,USAMO 2025,True,True,True
GB-0867,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-026,USAMO 2025,True,True,True
GB-0869,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-026,USAMO 2025,True,True,True
GB-0889,validation,1,1,1,False,True,1,1,3,1,False,6,True,4,False,True,PB-Advanced-027,USAMO 2025,True,True,False
GB-0890,validation,7,1,0,False,True,2.6667,1,3,6,True,6,True,5,False,True,PB-Advanced-027,USAMO 2025,True,False,False
GB-0892,validation,7,1,1,False,True,3,1,3,6,True,6,True,5,False,True,PB-Advanced-027,USAMO 2025,True,False,False
GB-0905,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-027,USAMO 2025,True,True,True
GB-0912,validation,7,0,7,True,True,4.6667,7,3,7,True,6,True,4,False,True,PB-Advanced-028,USAMO 2025,False,False,False
GB-0916,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-028,USAMO 2025,True,True,True
GB-0917,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-028,USAMO 2025,True,True,True
GB-0940,validation,7,1,0,False,True,2.6667,1,3,1,False,1,False,1,False,True,PB-Advanced-029,USAMO 2025,True,True,True
GB-0941,validation,1,1,0,False,True,0.6667,1,3,1,False,1,False,1,False,True,PB-Advanced-029,USAMO 2025,True,True,True
GB-0944,validation,7,7,7,True,True,7,7,3,7,True,7,True,1,False,True,PB-Advanced-029,USAMO 2025,False,False,False
GB-0953,validation,1,1,0,False,True,0.6667,1,3,0,False,0,False,1,False,True,PB-Advanced-029,USAMO 2025,True,True,True
GB-0958,validation,1,1,1,False,True,1,1,3,1,False,1,False,1,False,True,PB-Advanced-029,USAMO 2025,True,True,True
GB-0967,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-029,USAMO 2025,True,True,True
GB-0968,validation,7,7,7,True,True,7,7,3,7,True,7,True,7,True,True,PB-Advanced-029,USAMO 2025,True,True,True
GB-0976,validation,0,0,0,False,False,0,0,3,0,False,0,False,0,False,False,PB-Advanced-030,USAMO 2025,True,True,True
GB-0986,validation,0,0,0,False,False,0,0,3,0,False,0,False,0,False,False,PB-Advanced-030,USAMO 2025,True,True,True
GB-0992,validation,7,7,7,True,True,7,7,3,0,False,1,False,0,False,False,PB-Advanced-030,USAMO 2025,False,True,True
GB-0998,validation,0,0,0,False,False,0,0,3,0,False,0,False,1,False,True,PB-Advanced-030,USAMO 2025,True,True,True
